Student ID,Name,Gender,Age,GPA,Major,Interested Domain,Projects,Internships,Certifications,Future Career,Python,SQL,Java,C++,JavaScript,Cloud,AI,Cybersecurity,Soft Skills,Work Experience (Years)
1333,Student 1333,Non-binary,43,2.62,Computer Science,DevOps,2,1,Google Android Developer,Cloud Architect,6,7,10,9,6,10,7,8,Strong,7
1334,Student 1334,Female,39,3.19,Embedded Systems,Machine Learning,6,3,Meta Frontend Developer,Quantum Computing Researcher,8,4,9,6,7,3,3,9,Weak,7
1335,Student 1335,Female,36,2.83,Cybersecurity,Big Data,3,2,Google Data Analytics,Software Engineer,5,7,7,8,9,10,6,8,Average,9
1336,Student 1336,Male,43,3.91,Mobile App Development,Game Development,3,3,Microsoft Certified,IoT Engineer,4,4,7,4,4,4,6,9,Weak,0
1337,Student 1337,Male,19,3.88,Networking,Deep Learning,3,0,Kubernetes Administrator,Web Developer,7,6,5,7,10,7,6,4,Average,5
1338,Student 1338,Male,37,3.11,Cybersecurity,Cloud Security,7,3,Google Android Developer,Cybersecurity Analyst,5,5,8,5,4,10,10,8,Strong,5
1339,Student 1339,Female,28,2.91,Mobile App Development,Game Development,3,1,None,Web Developer,6,4,5,6,9,9,8,6,Weak,10
1340,Student 1340,Male,24,3.04,Data Science,IoT Security,6,1,Google Data Analytics,Full Stack Developer,6,3,8,3,6,10,7,9,Strong,2
1341,Student 1341,Female,24,2.77,Bioinformatics,IoT Security,4,5,Kubernetes Administrator,Data Engineer,9,7,8,4,7,7,9,4,Strong,7
1342,Student 1342,Non-binary,31,2.72,Web Development,Big Data,1,5,IBM Quantum Developer,IoT Engineer,4,6,6,9,6,10,10,8,Weak,10
1343,Student 1343,Non-binary,43,2.59,AI & Robotics,Full Stack Development,6,0,Google Data Analytics,Blockchain Developer,10,3,6,10,9,6,4,4,Strong,2
1344,Student 1344,Non-binary,25,2.75,Human-Computer Interaction,Machine Learning,5,5,Google Data Analytics,Data Engineer,5,8,4,10,4,6,4,9,Weak,7
1345,Student 1345,Male,34,3.62,Quantum Computing,IoT Security,1,3,Microsoft Certified,Security Consultant,10,10,8,8,6,3,5,3,Strong,6
1346,Student 1346,Non-binary,41,2.98,Cloud Computing,Data Visualization,2,4,Meta Frontend Developer,Quantum Computing Researcher,3,10,7,8,9,5,4,6,Strong,0
1347,Student 1347,Non-binary,26,3.04,Mobile App Development,Big Data,2,1,Unity Certified,Penetration Tester,8,4,4,9,3,7,9,9,Weak,6
1348,Student 1348,Female,34,3.06,Bioinformatics,Data Visualization,3,1,Unity Certified,Security Consultant,7,6,4,10,8,9,4,8,Average,0
1349,Student 1349,Male,42,3.81,Embedded Systems,Data Visualization,1,0,Unity Certified,Network Engineer,10,9,4,6,8,10,10,5,Weak,9
1350,Student 1350,Male,38,3.49,Game Development,IoT Security,2,2,IBM Quantum Developer,Penetration Tester,3,10,5,6,3,8,4,6,Strong,4
1351,Student 1351,Female,31,2.86,Bioinformatics,AI Research,6,1,IBM Quantum Developer,Web Developer,5,5,10,6,3,10,5,8,Weak,2
1352,Student 1352,Female,43,3.03,Mobile App Development,Cyber Forensics,6,4,Google Android Developer,IoT Engineer,5,6,9,8,5,10,7,8,Average,4
1353,Student 1353,Male,21,3.31,Human-Computer Interaction,Machine Learning,4,1,Meta Frontend Developer,Machine Learning Engineer,10,6,3,4,7,9,3,6,Strong,3
1354,Student 1354,Non-binary,21,3.01,Bioinformatics,Mobile App Development,7,0,None,Blockchain Developer,10,9,3,7,3,9,9,4,Weak,0
1355,Student 1355,Female,26,3.72,Embedded Systems,Full Stack Development,2,2,Kubernetes Administrator,Full Stack Developer,10,7,4,4,7,8,5,9,Strong,2
1356,Student 1356,Male,40,3.93,Human-Computer Interaction,Quantum AI,4,3,None,Mobile App Developer,6,6,10,10,9,7,3,9,Strong,2
1357,Student 1357,Non-binary,20,3.82,Data Science,Full Stack Development,7,1,IBM Quantum Developer,Quantum Computing Researcher,5,6,4,3,8,4,5,8,Average,2
1358,Student 1358,Non-binary,22,3.12,Embedded Systems,Deep Learning,6,2,Google Data Analytics,Penetration Tester,5,9,6,3,8,7,3,10,Strong,4
1359,Student 1359,Non-binary,34,3.97,Web Development,Game Development,6,0,Kubernetes Administrator,Data Engineer,3,7,4,5,6,3,6,5,Weak,0
1360,Student 1360,Female,26,3.19,AI & Robotics,Ethical Hacking,3,1,MIT AI Certification,IoT Engineer,6,9,10,9,6,10,8,8,Average,9
1361,Student 1361,Male,33,3.48,Networking,Cyber Forensics,5,2,None,AI Researcher,3,10,7,8,10,9,4,4,Strong,1
1362,Student 1362,Non-binary,35,2.53,Networking,AI Research,5,0,Red Hat Certified Engineer,Cloud Architect,10,9,6,7,4,4,10,10,Strong,8
1363,Student 1363,Male,29,3.33,Data Science,Deep Learning,1,1,Red Hat Certified Engineer,Blockchain Developer,3,5,5,5,5,8,7,6,Weak,5
1364,Student 1364,Non-binary,28,2.91,Game Development,Deep Learning,4,1,None,Data Engineer,4,3,6,4,5,8,3,8,Average,4
1365,Student 1365,Female,21,3.93,AI & Robotics,Cloud Security,6,2,None,AI Researcher,3,7,3,5,8,10,3,4,Strong,6
1366,Student 1366,Female,30,3.84,Blockchain Technology,Deep Learning,7,2,CEH,Web Developer,5,6,9,5,5,8,10,10,Average,0
1367,Student 1367,Non-binary,18,3.95,Quantum Computing,Blockchain Security,4,0,AWS Certified,Machine Learning Engineer,7,7,6,5,4,8,10,9,Weak,9
1368,Student 1368,Male,41,3.97,Software Engineering,Full Stack Development,5,5,None,Data Engineer,10,8,8,5,10,7,6,6,Average,6
1369,Student 1369,Male,32,2.95,Blockchain Technology,Ethical Hacking,4,1,None,Software Engineer,10,10,3,6,7,10,9,7,Weak,8
1370,Student 1370,Male,33,3.34,Computer Science,Deep Learning,2,0,IBM Quantum Developer,Quantum Computing Researcher,10,6,5,3,6,9,7,5,Average,4
1371,Student 1371,Non-binary,24,3.82,Embedded Systems,Ethical Hacking,6,4,Google Android Developer,Data Engineer,10,7,4,4,10,9,7,5,Strong,1
1372,Student 1372,Non-binary,31,3.83,Cloud Computing,Big Data,4,4,Unity Certified,Cloud Architect,6,4,3,10,5,7,8,7,Strong,2
1373,Student 1373,Female,22,3.32,Game Development,Cyber Forensics,6,1,MIT AI Certification,Cloud Architect,10,6,8,9,3,8,9,10,Average,6
1374,Student 1374,Male,39,3.01,Mobile App Development,AI Research,5,0,Cisco CCNA,DevOps Engineer,3,10,9,9,8,3,10,9,Weak,4
1375,Student 1375,Male,41,3.47,Cloud Computing,Mobile App Development,6,4,None,Web Developer,9,10,6,6,6,9,9,8,Strong,8
1376,Student 1376,Male,44,3.81,Human-Computer Interaction,Deep Learning,6,1,IBM Quantum Developer,Full Stack Developer,9,6,5,5,5,3,6,8,Strong,2
1377,Student 1377,Female,45,3.1,Blockchain Technology,Ethical Hacking,2,0,None,Blockchain Developer,3,5,7,7,7,8,7,9,Strong,8
1378,Student 1378,Male,45,3.87,Cloud Computing,Game Development,4,2,Meta Frontend Developer,Web Developer,7,3,4,9,10,3,6,9,Strong,9
1379,Student 1379,Male,37,3.86,Data Science,Blockchain Security,5,5,Red Hat Certified Engineer,Game Developer,10,6,9,6,6,8,7,4,Weak,9
1380,Student 1380,Non-binary,29,2.52,Cybersecurity,DevOps,2,3,Cisco CCNA,Mobile App Developer,4,8,10,3,9,5,5,4,Average,8
1381,Student 1381,Male,40,3.19,Cloud Computing,Cloud Security,5,2,CEH,Data Scientist,9,6,3,9,8,8,9,3,Strong,9
1382,Student 1382,Female,35,2.75,Cloud Computing,Big Data,6,0,Red Hat Certified Engineer,Blockchain Developer,9,9,9,5,10,8,7,10,Average,9
1383,Student 1383,Female,34,3.94,Networking,Game Development,2,4,None,Mobile App Developer,7,10,4,4,8,4,4,7,Strong,6
1384,Student 1384,Male,29,3.04,Data Science,AI Research,3,3,None,Blockchain Developer,9,4,6,10,4,7,7,6,Weak,4
1385,Student 1385,Male,20,3.86,Mobile App Development,AI Research,3,2,Unity Certified,Penetration Tester,5,6,5,6,10,10,6,7,Average,7
1386,Student 1386,Female,23,3.27,Embedded Systems,Full Stack Development,5,0,None,DevOps Engineer,5,9,8,3,4,6,3,9,Strong,6
1387,Student 1387,Female,29,3.85,Blockchain Technology,AI Research,1,4,CEH,Web Developer,6,10,4,4,9,4,4,7,Strong,6
1388,Student 1388,Female,22,2.81,Embedded Systems,Ethical Hacking,6,3,Cisco CCNA,Web Developer,8,7,7,8,8,7,7,7,Weak,6
1389,Student 1389,Non-binary,21,2.87,Web Development,Cyber Forensics,1,2,None,Network Engineer,4,10,7,9,10,6,4,9,Weak,7
1390,Student 1390,Non-binary,26,3.41,Bioinformatics,Cyber Forensics,3,5,None,Software Engineer,5,3,7,3,8,7,9,4,Average,7
1391,Student 1391,Male,32,3.9,Software Engineering,Blockchain Security,3,5,IBM Quantum Developer,Software Engineer,4,4,7,6,7,9,7,3,Weak,4
1392,Student 1392,Male,40,2.78,Computer Science,Quantum AI,1,5,Google Android Developer,DevOps Engineer,5,8,4,9,9,4,9,7,Strong,10
1393,Student 1393,Female,36,3.56,Mobile App Development,Big Data,7,1,TensorFlow Certified,Mobile App Developer,10,6,10,6,8,8,4,3,Strong,9
1394,Student 1394,Non-binary,19,3.94,Embedded Systems,DevOps,5,1,Kubernetes Administrator,Penetration Tester,4,4,5,7,10,5,4,6,Average,1
1395,Student 1395,Non-binary,38,3.85,AI & Robotics,Blockchain Security,3,4,MIT AI Certification,Network Engineer,4,3,8,5,3,8,8,5,Strong,5
1396,Student 1396,Female,43,3.1,Mobile App Development,Deep Learning,3,4,Google Android Developer,Penetration Tester,6,3,7,3,4,4,7,3,Average,8
1397,Student 1397,Non-binary,39,3.51,Computer Science,Data Visualization,4,4,Cisco CCNA,Penetration Tester,9,10,10,6,7,4,7,7,Strong,5
1398,Student 1398,Male,40,3.14,Embedded Systems,Full Stack Development,2,0,Meta Frontend Developer,Data Scientist,10,3,6,6,7,7,3,9,Strong,7
1399,Student 1399,Female,42,3.05,Cybersecurity,DevOps,5,4,MIT AI Certification,Penetration Tester,3,10,5,8,10,6,3,4,Average,10
1400,Student 1400,Non-binary,34,2.72,Computer Science,Full Stack Development,7,5,None,Mobile App Developer,7,5,3,3,6,4,9,9,Strong,3
1401,Student 1401,Non-binary,45,2.78,Software Engineering,Big Data,6,2,Google Android Developer,Data Scientist,9,5,3,7,9,8,7,6,Average,2
1402,Student 1402,Male,35,2.89,Networking,Cloud Security,7,2,MIT AI Certification,Blockchain Developer,10,9,5,7,7,7,9,7,Strong,6
1403,Student 1403,Male,43,3.72,Cloud Computing,Full Stack Development,1,0,None,Data Scientist,6,10,5,6,6,3,8,4,Strong,3
1404,Student 1404,Male,39,3.46,AI & Robotics,Machine Learning,1,1,None,Cloud Architect,6,8,3,10,6,8,9,3,Average,9
1405,Student 1405,Female,29,3.19,Bioinformatics,Data Visualization,3,4,CEH,Network Engineer,3,10,3,5,10,10,4,7,Weak,10
1406,Student 1406,Non-binary,31,3.99,Cybersecurity,Game Development,2,1,Google Android Developer,Mobile App Developer,4,8,5,5,4,4,10,4,Strong,6
1407,Student 1407,Non-binary,29,3.62,Computer Science,Ethical Hacking,7,5,None,DevOps Engineer,9,5,5,8,7,4,3,8,Average,10
1408,Student 1408,Female,44,3.83,Blockchain Technology,IoT Security,1,5,CEH,Data Engineer,5,8,10,5,6,6,4,5,Weak,5
1409,Student 1409,Female,43,3.24,Cloud Computing,IoT Security,2,0,Google Data Analytics,Blockchain Developer,8,3,5,10,4,10,10,9,Average,10
1410,Student 1410,Non-binary,29,2.62,Mobile App Development,DevOps,5,1,None,DevOps Engineer,3,10,5,10,4,10,4,10,Average,6
1411,Student 1411,Non-binary,20,3.09,Embedded Systems,IoT Security,2,2,TensorFlow Certified,DevOps Engineer,4,6,8,8,6,10,9,4,Weak,3
1412,Student 1412,Male,18,3.74,Cybersecurity,IoT Security,2,5,None,DevOps Engineer,8,6,4,5,5,6,5,8,Strong,4
1413,Student 1413,Male,27,2.73,Bioinformatics,AI Research,6,4,CEH,AI Researcher,7,10,10,10,6,5,3,5,Strong,6
1414,Student 1414,Male,21,3.27,Web Development,Mobile App Development,6,0,IBM Quantum Developer,Data Scientist,6,7,8,8,9,9,8,7,Average,9
1415,Student 1415,Non-binary,24,3.67,Embedded Systems,Deep Learning,3,4,MIT AI Certification,Full Stack Developer,9,3,6,4,9,5,9,4,Average,4
1416,Student 1416,Male,22,2.95,Bioinformatics,Data Visualization,5,4,MIT AI Certification,Penetration Tester,8,4,8,4,8,10,8,3,Strong,0
1417,Student 1417,Non-binary,34,3.88,Embedded Systems,Blockchain Security,7,0,TensorFlow Certified,Security Consultant,5,4,5,5,6,6,3,8,Average,5
1418,Student 1418,Male,27,3.33,Cybersecurity,Cloud Security,2,1,Google Android Developer,Web Developer,10,8,5,3,3,3,6,8,Average,3
1419,Student 1419,Male,32,2.82,Game Development,AI Research,7,5,TensorFlow Certified,Full Stack Developer,3,9,7,8,9,5,5,6,Weak,3
1420,Student 1420,Female,34,3.07,Mobile App Development,Mobile App Development,3,2,MIT AI Certification,Mobile App Developer,8,5,10,8,9,5,9,4,Average,10
1421,Student 1421,Male,24,3.28,Software Engineering,Deep Learning,3,2,None,AI Researcher,6,7,4,4,7,10,3,10,Strong,4
1422,Student 1422,Female,32,2.63,Cloud Computing,Quantum AI,1,4,IBM Quantum Developer,Machine Learning Engineer,10,8,8,6,4,7,4,8,Average,8
1423,Student 1423,Male,33,3.51,Software Engineering,IoT Security,6,1,Kubernetes Administrator,Penetration Tester,7,8,10,7,3,4,9,7,Weak,1
1424,Student 1424,Female,30,3.68,Blockchain Technology,Full Stack Development,2,2,Kubernetes Administrator,IoT Engineer,6,10,3,9,3,6,4,9,Strong,2
1425,Student 1425,Female,24,2.5,Bioinformatics,Ethical Hacking,5,1,Microsoft Certified,AI Researcher,6,4,5,6,4,9,8,10,Average,1
1426,Student 1426,Female,29,3.83,Human-Computer Interaction,DevOps,4,4,CEH,Data Scientist,8,6,10,9,8,8,8,5,Strong,8
1427,Student 1427,Male,45,3.2,Software Engineering,Blockchain Security,5,1,Google Data Analytics,DevOps Engineer,5,9,10,7,3,7,7,6,Average,1
1428,Student 1428,Female,43,3.36,Software Engineering,IoT Security,1,3,None,Penetration Tester,8,10,7,4,5,10,8,9,Average,9
1429,Student 1429,Non-binary,40,3.65,Web Development,Full Stack Development,4,0,CEH,Data Scientist,4,10,7,8,10,6,10,5,Strong,10
1430,Student 1430,Non-binary,44,2.83,Networking,Game Development,3,5,Meta Frontend Developer,Blockchain Developer,9,5,8,8,5,7,5,9,Average,1
1431,Student 1431,Non-binary,18,2.95,Data Science,Machine Learning,3,2,Meta Frontend Developer,Data Engineer,7,9,5,8,3,5,3,9,Weak,0
1432,Student 1432,Female,33,2.84,Cybersecurity,Mobile App Development,1,5,IBM Quantum Developer,Game Developer,4,8,10,9,10,7,10,10,Strong,9
1433,Student 1433,Female,42,2.82,Computer Science,Cyber Forensics,5,1,None,Data Engineer,7,9,8,7,7,3,7,10,Weak,2
1434,Student 1434,Non-binary,40,3.24,Blockchain Technology,Mobile App Development,2,4,Cisco CCNA,Security Consultant,10,6,9,3,6,10,9,5,Average,2
1435,Student 1435,Non-binary,42,2.68,Mobile App Development,Mobile App Development,4,0,None,Mobile App Developer,6,3,10,3,6,10,4,3,Weak,5
1436,Student 1436,Male,43,2.58,Cybersecurity,Ethical Hacking,4,2,Kubernetes Administrator,AI Researcher,9,7,3,7,9,8,3,7,Strong,0
1437,Student 1437,Non-binary,34,3.46,Embedded Systems,Ethical Hacking,7,0,Cisco CCNA,Full Stack Developer,3,8,6,4,10,3,6,9,Weak,2
1438,Student 1438,Female,34,3.79,Human-Computer Interaction,Mobile App Development,6,1,Red Hat Certified Engineer,Cloud Architect,10,4,3,7,8,9,10,3,Weak,2
1439,Student 1439,Non-binary,43,3.49,Game Development,Cloud Security,2,5,Unity Certified,Full Stack Developer,6,9,8,4,8,5,3,9,Strong,2
1440,Student 1440,Non-binary,20,3.46,Quantum Computing,DevOps,5,0,Google Android Developer,Game Developer,3,10,4,6,5,4,10,3,Average,0
1441,Student 1441,Non-binary,27,2.67,Data Science,Blockchain Security,7,0,Google Android Developer,Machine Learning Engineer,7,8,3,9,9,4,4,10,Average,10
1442,Student 1442,Non-binary,30,3.5,Cloud Computing,Machine Learning,4,4,IBM Quantum Developer,Machine Learning Engineer,8,9,9,9,8,4,8,5,Weak,9
1443,Student 1443,Male,44,2.69,Computer Science,AI Research,2,5,Google Android Developer,Software Engineer,3,4,10,7,9,8,6,5,Average,9
1444,Student 1444,Male,18,2.79,AI & Robotics,Ethical Hacking,4,0,Google Android Developer,Data Scientist,4,10,9,7,3,9,4,4,Average,8
1445,Student 1445,Female,43,3.81,Software Engineering,Game Development,4,5,Google Data Analytics,Data Engineer,5,3,5,9,5,3,10,3,Weak,4
1446,Student 1446,Non-binary,29,3.59,Blockchain Technology,Mobile App Development,3,5,Red Hat Certified Engineer,Machine Learning Engineer,6,7,10,4,5,5,4,7,Strong,9
1447,Student 1447,Female,18,3.6,Mobile App Development,Ethical Hacking,1,0,Microsoft Certified,Cloud Architect,9,5,9,5,5,7,8,9,Weak,1
1448,Student 1448,Male,45,2.99,Game Development,Machine Learning,2,0,None,Mobile App Developer,9,4,9,5,8,3,9,6,Strong,1
1449,Student 1449,Male,20,3.94,Blockchain Technology,Blockchain Security,1,2,None,Game Developer,10,3,6,3,9,4,7,7,Strong,9
1450,Student 1450,Female,43,2.77,Blockchain Technology,Cloud Security,6,4,Meta Frontend Developer,Game Developer,3,7,7,9,10,5,9,4,Average,2
1451,Student 1451,Male,43,3.95,Human-Computer Interaction,IoT Security,2,0,Google Android Developer,Mobile App Developer,6,4,3,9,6,4,6,5,Weak,10
1452,Student 1452,Non-binary,38,3.26,Human-Computer Interaction,AI Research,7,3,Meta Frontend Developer,Quantum Computing Researcher,6,7,7,3,10,8,7,4,Weak,6
1453,Student 1453,Non-binary,37,3.7,Data Science,AI Research,2,0,None,Quantum Computing Researcher,7,5,7,6,5,7,8,10,Weak,5
1454,Student 1454,Non-binary,34,2.81,Human-Computer Interaction,Deep Learning,1,4,None,Penetration Tester,9,4,9,4,10,5,6,4,Average,5
1455,Student 1455,Male,22,2.51,Software Engineering,Cloud Security,6,2,Kubernetes Administrator,Blockchain Developer,7,7,7,9,4,6,8,5,Average,3
1456,Student 1456,Female,32,2.87,Cloud Computing,Quantum AI,4,0,None,Data Engineer,6,8,6,3,7,10,9,8,Average,1
1457,Student 1457,Male,25,2.88,Networking,Deep Learning,4,4,Microsoft Certified,IoT Engineer,4,6,3,7,8,6,4,5,Average,0
1458,Student 1458,Non-binary,42,3.46,Software Engineering,Data Visualization,7,3,Microsoft Certified,Web Developer,8,5,3,7,8,9,4,9,Average,0
1459,Student 1459,Non-binary,21,3.03,Human-Computer Interaction,Game Development,4,5,None,Game Developer,10,9,5,10,4,8,7,6,Strong,5
1460,Student 1460,Non-binary,45,2.87,Blockchain Technology,IoT Security,7,5,None,Data Scientist,10,8,3,3,4,9,5,10,Weak,5
1461,Student 1461,Female,22,2.84,Cybersecurity,IoT Security,2,5,TensorFlow Certified,Data Scientist,6,5,4,7,4,4,6,4,Average,3
1462,Student 1462,Female,28,3.24,AI & Robotics,Machine Learning,3,5,None,Web Developer,9,9,8,3,9,8,7,10,Average,9
1463,Student 1463,Non-binary,19,3.78,Bioinformatics,AI Research,1,3,MIT AI Certification,Cybersecurity Analyst,5,8,5,5,3,3,9,8,Average,8
1464,Student 1464,Male,36,3.75,Game Development,Data Visualization,4,0,Kubernetes Administrator,Network Engineer,6,5,10,3,4,9,4,7,Weak,9
1465,Student 1465,Female,43,3.69,Human-Computer Interaction,Cloud Security,5,1,Meta Frontend Developer,Network Engineer,8,6,5,5,9,10,5,3,Weak,0
1466,Student 1466,Male,39,3.93,Blockchain Technology,Mobile App Development,1,0,Google Data Analytics,Data Scientist,3,6,9,5,8,9,5,5,Strong,10
1467,Student 1467,Male,21,2.91,Computer Science,Data Visualization,6,4,Unity Certified,Penetration Tester,8,9,6,5,8,10,10,10,Strong,2
1468,Student 1468,Male,39,3.93,Computer Science,Quantum AI,5,0,Red Hat Certified Engineer,Web Developer,9,4,3,6,4,10,8,3,Average,3
1469,Student 1469,Female,42,3.51,Cloud Computing,Deep Learning,4,2,Microsoft Certified,Full Stack Developer,5,8,5,3,9,7,3,5,Average,4
1470,Student 1470,Non-binary,38,2.81,Networking,Big Data,4,5,Cisco CCNA,Network Engineer,5,7,6,3,4,3,4,7,Average,2
1471,Student 1471,Non-binary,25,2.7,Human-Computer Interaction,Quantum AI,7,5,Google Data Analytics,Data Engineer,4,7,6,5,8,9,7,4,Strong,4
1472,Student 1472,Non-binary,27,3.78,Computer Science,Cloud Security,7,5,Red Hat Certified Engineer,Blockchain Developer,7,4,9,7,7,8,3,8,Average,2
1473,Student 1473,Non-binary,18,3.63,Data Science,Cyber Forensics,5,3,AWS Certified,Mobile App Developer,6,10,6,5,7,4,6,9,Average,10
1474,Student 1474,Non-binary,33,3.72,Web Development,Big Data,1,5,Kubernetes Administrator,Blockchain Developer,5,9,6,7,10,3,7,10,Weak,10
1475,Student 1475,Female,41,2.75,AI & Robotics,Data Visualization,6,3,IBM Quantum Developer,Cloud Architect,8,10,9,4,6,10,9,8,Average,3
1476,Student 1476,Female,31,3.59,Quantum Computing,Quantum AI,4,1,Microsoft Certified,Software Engineer,7,8,7,7,5,9,9,6,Average,0
1477,Student 1477,Female,36,3.99,Blockchain Technology,Machine Learning,4,5,Meta Frontend Developer,Web Developer,7,6,7,5,8,5,10,7,Strong,6
1478,Student 1478,Non-binary,41,3.65,Web Development,Game Development,2,2,Microsoft Certified,Machine Learning Engineer,10,7,10,3,10,3,9,3,Average,5
1479,Student 1479,Female,40,3.81,Cybersecurity,Blockchain Security,5,4,Unity Certified,Penetration Tester,10,6,7,6,5,7,8,5,Weak,6
1480,Student 1480,Non-binary,29,2.57,Cloud Computing,Cloud Security,1,0,Microsoft Certified,DevOps Engineer,4,7,10,6,9,4,7,10,Average,6
1481,Student 1481,Female,34,2.94,Game Development,Machine Learning,2,2,None,Network Engineer,5,10,9,5,6,4,6,6,Strong,1
1482,Student 1482,Male,36,2.66,Quantum Computing,IoT Security,6,2,None,IoT Engineer,7,5,10,4,6,10,7,7,Average,4
1483,Student 1483,Male,25,3.0,Bioinformatics,Ethical Hacking,2,2,Red Hat Certified Engineer,IoT Engineer,6,6,3,5,10,10,8,6,Strong,7
1484,Student 1484,Male,20,3.85,Networking,Ethical Hacking,3,5,None,IoT Engineer,3,8,7,10,4,6,10,7,Weak,3
1485,Student 1485,Male,24,2.54,Software Engineering,Mobile App Development,3,2,Red Hat Certified Engineer,Full Stack Developer,3,9,6,6,5,6,9,9,Average,8
1486,Student 1486,Female,40,3.35,Cybersecurity,Full Stack Development,6,4,IBM Quantum Developer,Data Scientist,7,5,7,6,5,8,7,3,Average,6
1487,Student 1487,Non-binary,28,2.52,Software Engineering,DevOps,3,0,IBM Quantum Developer,Game Developer,7,3,8,8,6,8,7,3,Average,0
1488,Student 1488,Male,23,3.18,Web Development,Game Development,6,1,IBM Quantum Developer,Network Engineer,7,9,9,7,8,6,9,3,Strong,2
